,antecedents,consequents,support,confidence,lift
0,frozenset({'infra/group_vars/morpheus.yaml_(Other)_'}),frozenset({'infra/files/sanoid/sanoid-morpheus.conf_(Other)_'}),0.037037037037037035,0.2857142857142857,7.714285714285714
1,frozenset({'infra/files/sanoid/sanoid-morpheus.conf_(Other)_'}),frozenset({'infra/group_vars/morpheus.yaml_(Other)_'}),0.037037037037037035,1.0,7.714285714285714
2,frozenset({'infra/group_vars/backup.yaml_(Other)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/main.yaml_(IaC)_'}),0.037037037037037035,1.0,10.8
3,frozenset({'infra/roles/ktz-sanoid/tasks/main.yaml_(IaC)_'}),frozenset({'infra/group_vars/backup.yaml_(Other)_'}),0.037037037037037035,0.4,10.8
4,frozenset({'infra/group_vars/backup.yaml_(Other)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),0.037037037037037035,1.0,10.8
5,frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),frozenset({'infra/group_vars/backup.yaml_(Other)_'}),0.037037037037037035,0.4,10.8
6,frozenset({'infra/group_vars/backup.yaml_(Other)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.037037037037037035,1.0,2.8421052631578947
7,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/group_vars/backup.yaml_(Other)_'}),0.037037037037037035,0.10526315789473684,2.8421052631578947
8,frozenset({'infra/group_vars/cloud.yaml_(Other)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.05555555555555555,1.0,6.75
9,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/group_vars/cloud.yaml_(Other)_'}),0.05555555555555555,0.375,6.75
10,frozenset({'infra/makefile_(Other)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,0.25,1.6875
11,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/makefile_(Other)_'}),0.037037037037037035,0.25,1.6875
12,frozenset({'infra/roles/ktz-cartman/handlers/main.yml_(IaC)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,1.0,6.75
13,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/roles/ktz-cartman/handlers/main.yml_(IaC)_'}),0.037037037037037035,0.25,6.75
14,frozenset({'infra/roles/ktz-cartman/tasks/main.yml_(IaC)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,0.4,2.7
15,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/roles/ktz-cartman/tasks/main.yml_(IaC)_'}),0.037037037037037035,0.25,2.7
16,frozenset({'infra/roles/ktz-sanoid/defaults/main.yaml_(Other)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,1.0,6.75
17,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/roles/ktz-sanoid/defaults/main.yaml_(Other)_'}),0.037037037037037035,0.25,6.75
18,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/main.yaml_(IaC)_'}),0.037037037037037035,0.25,2.7
19,frozenset({'infra/roles/ktz-sanoid/tasks/main.yaml_(IaC)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,0.4,2.7
20,frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,0.4,2.7
21,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),0.037037037037037035,0.25,2.7
22,frozenset({'infra/roles/ktz-traefik/defaults/main.yaml_(Other)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,1.0,6.75
23,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/roles/ktz-traefik/defaults/main.yaml_(Other)_'}),0.037037037037037035,0.25,6.75
24,frozenset({'infra/roles/ktz-traefik/tasks/main.yaml_(IaC)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,0.3333333333333333,2.25
25,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/roles/ktz-traefik/tasks/main.yaml_(IaC)_'}),0.037037037037037035,0.25,2.25
26,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.07407407407407407,0.21052631578947367,1.4210526315789473
27,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.07407407407407407,0.5,1.4210526315789473
28,frozenset({'infra/vars/vault.yaml_(Other)_'}),frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),0.037037037037037035,0.3333333333333333,2.25
29,frozenset({'infra/group_vars/cartman.yaml_(Other)_'}),frozenset({'infra/vars/vault.yaml_(Other)_'}),0.037037037037037035,0.25,2.25
30,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/group_vars/cloud.yaml_(Other)_'}),0.037037037037037035,0.10526315789473684,1.894736842105263
31,frozenset({'infra/group_vars/cloud.yaml_(Other)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.037037037037037035,0.6666666666666666,1.894736842105263
32,frozenset({'infra/group_vars/cloud.yaml_(Other)_'}),frozenset({'infra/vars/vault.yaml_(Other)_'}),0.037037037037037035,0.6666666666666666,6.0
33,frozenset({'infra/vars/vault.yaml_(Other)_'}),frozenset({'infra/group_vars/cloud.yaml_(Other)_'}),0.037037037037037035,0.3333333333333333,6.0
34,frozenset({'infra/group_vars/morpheus.yaml_(Other)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.07407407407407407,0.5714285714285714,1.6240601503759398
35,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/group_vars/morpheus.yaml_(Other)_'}),0.07407407407407407,0.21052631578947367,1.6240601503759398
36,frozenset({'infra/group_vars/morpheus.yaml_(Other)_'}),frozenset({'infra/vars/vault.yaml_(Other)_'}),0.037037037037037035,0.2857142857142857,2.5714285714285716
37,frozenset({'infra/vars/vault.yaml_(Other)_'}),frozenset({'infra/group_vars/morpheus.yaml_(Other)_'}),0.037037037037037035,0.3333333333333333,2.5714285714285716
38,frozenset({'infra/makefile_(Other)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.14814814814814814,1.0,2.8421052631578947
39,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/makefile_(Other)_'}),0.14814814814814814,0.42105263157894735,2.8421052631578947
40,frozenset({'infra/makefile_(Other)_'}),frozenset({'infra/vars/vault.yaml_(Other)_'}),0.037037037037037035,0.25,2.25
41,frozenset({'infra/vars/vault.yaml_(Other)_'}),frozenset({'infra/makefile_(Other)_'}),0.037037037037037035,0.3333333333333333,2.25
42,frozenset({'infra/requirements.yaml_(Other)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.05555555555555555,1.0,2.8421052631578947
43,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/requirements.yaml_(Other)_'}),0.05555555555555555,0.15789473684210525,2.8421052631578947
44,frozenset({'infra/roles/ktz-boot-notification/templates/booted.sh.j2_(Other)_'}),frozenset({'infra/roles/ktz-boot-notification/tasks/apprise.yaml_(IaC)_'}),0.037037037037037035,1.0,18.0
45,frozenset({'infra/roles/ktz-boot-notification/tasks/apprise.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-boot-notification/templates/booted.sh.j2_(Other)_'}),0.037037037037037035,0.6666666666666666,18.0
46,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/roles/ktz-boot-notification/tasks/apprise.yaml_(IaC)_'}),0.037037037037037035,0.10526315789473684,1.894736842105263
47,frozenset({'infra/roles/ktz-boot-notification/tasks/apprise.yaml_(IaC)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.037037037037037035,0.6666666666666666,1.894736842105263
48,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/roles/ktz-boot-notification/templates/booted.sh.j2_(Other)_'}),0.037037037037037035,0.10526315789473684,2.8421052631578947
49,frozenset({'infra/roles/ktz-boot-notification/templates/booted.sh.j2_(Other)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.037037037037037035,1.0,2.8421052631578947
50,frozenset({'infra/roles/ktz-cartman/handlers/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-cartman/tasks/main.yml_(IaC)_'}),0.037037037037037035,1.0,10.8
51,frozenset({'infra/roles/ktz-cartman/tasks/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-cartman/handlers/main.yml_(IaC)_'}),0.037037037037037035,0.4,10.8
52,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/roles/ktz-cartman/tasks/main.yml_(IaC)_'}),0.037037037037037035,0.10526315789473684,1.1368421052631579
53,frozenset({'infra/roles/ktz-cartman/tasks/main.yml_(IaC)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.037037037037037035,0.4,1.1368421052631579
54,frozenset({'infra/roles/ktz-figurine/templates/figurine.sh.j2_(Other)_'}),frozenset({'infra/roles/ktz-figurine/tasks/main.yaml_(IaC)_'}),0.037037037037037035,1.0,13.5
55,frozenset({'infra/roles/ktz-figurine/tasks/main.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-figurine/templates/figurine.sh.j2_(Other)_'}),0.037037037037037035,0.5,13.5
56,frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),0.037037037037037035,1.0,27.0
57,frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
58,frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),0.037037037037037035,1.0,27.0
59,frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
60,frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),0.037037037037037035,1.0,27.0
61,frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
62,frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),0.037037037037037035,1.0,27.0
63,frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
64,frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),0.037037037037037035,1.0,27.0
65,frozenset({'infra/roles/ktz-helios64/files/etc/samba/smb.conf_(Other)_'}),frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
66,frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
67,frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
68,frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
69,frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
70,frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
71,frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
72,frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
73,frozenset({'infra/roles/ktz-helios64/handlers/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
74,frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
75,frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
76,frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
77,frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
78,frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
79,frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/disks.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
80,frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
81,frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
82,frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
83,frozenset({'infra/roles/ktz-helios64/tasks/file-sharing.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
84,frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),0.037037037037037035,1.0,27.0
85,frozenset({'infra/roles/ktz-helios64/tasks/main.yml_(IaC)_'}),frozenset({'infra/roles/ktz-helios64/tasks/telegraf-fix.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
86,frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-sanoid/defaults/main.yaml_(Other)_'}),0.037037037037037035,0.4,10.8
87,frozenset({'infra/roles/ktz-sanoid/defaults/main.yaml_(Other)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),0.037037037037037035,1.0,10.8
88,frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/main.yaml_(IaC)_'}),0.07407407407407407,0.8,8.64
89,frozenset({'infra/roles/ktz-sanoid/tasks/main.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),0.07407407407407407,0.8,8.64
90,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/main.yaml_(IaC)_'}),0.07407407407407407,0.21052631578947367,2.2736842105263158
91,frozenset({'infra/roles/ktz-sanoid/tasks/main.yaml_(IaC)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.07407407407407407,0.8,2.2736842105263158
92,frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.05555555555555555,0.6,1.7052631578947368
93,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/roles/ktz-sanoid/tasks/sanoid.yaml_(IaC)_'}),0.05555555555555555,0.15789473684210525,1.7052631578947368
94,frozenset({'infra/roles/ktz-traefik/defaults/main.yaml_(Other)_'}),frozenset({'infra/roles/ktz-traefik/tasks/main.yaml_(IaC)_'}),0.037037037037037035,1.0,9.0
95,frozenset({'infra/roles/ktz-traefik/tasks/main.yaml_(IaC)_'}),frozenset({'infra/roles/ktz-traefik/defaults/main.yaml_(Other)_'}),0.037037037037037035,0.3333333333333333,9.0
96,frozenset({'infra/roles/ktz_boot_notification/tasks/apprise.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/arch-linux.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
97,frozenset({'infra/roles/ktz_boot_notification/tasks/arch-linux.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/apprise.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
98,frozenset({'infra/roles/ktz_boot_notification/tasks/apprise.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/main.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
99,frozenset({'infra/roles/ktz_boot_notification/tasks/main.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/apprise.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
100,frozenset({'infra/roles/ktz_boot_notification/tasks/apprise.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/templates/booted.sh.j2_(Other)_'}),0.037037037037037035,1.0,27.0
101,frozenset({'infra/roles/ktz_boot_notification/templates/booted.sh.j2_(Other)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/apprise.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
102,frozenset({'infra/roles/ktz_boot_notification/tasks/arch-linux.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/main.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
103,frozenset({'infra/roles/ktz_boot_notification/tasks/main.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/arch-linux.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
104,frozenset({'infra/roles/ktz_boot_notification/tasks/arch-linux.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/templates/booted.sh.j2_(Other)_'}),0.037037037037037035,1.0,27.0
105,frozenset({'infra/roles/ktz_boot_notification/templates/booted.sh.j2_(Other)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/arch-linux.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
106,frozenset({'infra/roles/ktz_boot_notification/templates/booted.sh.j2_(Other)_'}),frozenset({'infra/roles/ktz_boot_notification/tasks/main.yaml_(IaC)_'}),0.037037037037037035,1.0,27.0
107,frozenset({'infra/roles/ktz_boot_notification/tasks/main.yaml_(IaC)_'}),frozenset({'infra/roles/ktz_boot_notification/templates/booted.sh.j2_(Other)_'}),0.037037037037037035,1.0,27.0
108,frozenset({'infra/run.yaml_(Other)_'}),frozenset({'infra/vars/vault.yaml_(Other)_'}),0.1111111111111111,0.3157894736842105,2.8421052631578947
109,frozenset({'infra/vars/vault.yaml_(Other)_'}),frozenset({'infra/run.yaml_(Other)_'}),0.1111111111111111,1.0,2.8421052631578947
